ID,Year,Group_Name,Persons,Area
2194,2003,7,0,24
2195,2003,7,0,25
2196,2003,7,0,26
2197,2003,7,808,27
2198,2003,7,2,28
2199,2003,7,149,29
2200,2003,7,66,30
2201,2003,7,29,31
2202,2003,7,830,32
2203,2003,7,8,33
2204,2003,7,8,34
2205,2003,7,0,35
2206,2004,7,0,1
2207,2004,7,1,2
2208,2004,7,0,3
2209,2004,7,0,4
2210,2004,7,8,5
2211,2004,7,0,6
2212,2004,7,0,7
2213,2004,7,0,8
2214,2004,7,0,9
2215,2004,7,0,10
2216,2004,7,0,11
2217,2004,7,7,12
2218,2004,7,3429,13
2219,2004,7,225,14
2220,2004,7,11266,15
2221,2004,7,439,16
2222,2004,7,5675,17
2223,2004,7,18,18
2224,2004,7,10203,19
2225,2004,7,9,20
2226,2004,7,2200,21
2227,2004,7,4720,11
2228,2004,7,89,23
2229,2004,7,4055,24
2230,2004,7,36,25
2231,2004,7,30,26
2232,2004,7,0,27
2233,2004,7,0,28
2234,2004,7,5,29
2235,2004,7,0,30
2236,2004,7,0,31
2237,2004,7,0,32
2238,2004,7,0,33
2239,2004,7,0,34
2240,2004,7,2,35
2241,2005,7,0,1
2242,2005,7,3,2
2243,2005,7,0,3
2244,2005,7,0,4
2245,2005,7,14,5
2246,2005,7,0,6
2247,2005,7,0,7
2248,2005,7,0,8
2249,2005,7,0,9
2250,2005,7,334,10
2251,2005,7,965,11
2252,2005,7,0,12
2253,2005,7,419,13
2254,2005,7,43,14
2255,2005,7,981,15
2256,2005,7,63,16
2257,2005,7,575,17
2258,2005,7,4,18
2259,2005,7,1036,19
2260,2005,7,2,20
2261,2005,7,478,21
2262,2005,7,1037,22
2263,2005,7,23,23
2264,2005,7,630,24
2265,2005,7,12,25
2266,2005,7,0,26
2267,2005,7,510,27
2268,2005,7,10,28
2269,2005,7,335,29
2270,2005,7,355,30
2271,2005,7,136,31
2272,2005,7,143,32
2273,2005,7,354,33
2274,2005,7,378,34
2275,2005,7,344,35
2276,2006,7,0,1
2277,2006,7,5,2
2278,2006,7,0,3
2279,2006,7,0,4
2280,2006,7,20,5
2281,2006,7,0,6
2282,2006,7,0,7
2283,2006,7,10,8
2284,2006,7,50,9
2285,2006,7,0,10
2286,2006,7,0,11
2287,2006,7,0,12
2288,2006,7,808,13
2289,2006,7,2,11
2290,2006,7,149,15
2291,2006,7,66,16
2292,2006,7,29,17
2293,2006,7,830,18
2294,2006,7,8,19
2295,2006,7,8,20
2296,2006,7,0,21
2297,2006,7,0,22
2298,2006,7,0,23
2299,2006,7,0,24
2300,2006,7,0,25
2301,2006,7,0,26
2302,2006,7,47,27
2303,2006,7,0,28
2304,2006,7,2,29
2305,2006,7,0,30
2306,2006,7,0,31
2307,2006,7,0,32
2308,2006,7,0,33
2309,2006,7,0,34
2310,2006,7,3,35
2311,2007,7,0,1
2312,2007,7,0,2
2313,2007,7,0,3
2314,2007,7,0,4
2315,2007,7,43,5
2316,2007,7,0,6
2317,2007,7,3,7
2318,2007,7,0,8
2319,2007,7,0,9
2320,2007,7,0,10
2321,2007,7,0,11
2322,2007,7,0,12
2323,2007,7,808,13
2324,2007,7,2,14
2325,2007,7,149,15
2326,2007,7,66,16
2327,2007,7,29,17
2328,2007,7,830,18
2329,2007,7,8,19
2330,2007,7,8,20
2331,2007,7,2,21
2332,2007,7,0,22
2333,2007,7,0,23
2334,2007,7,7,24
2335,2007,7,3429,25
2336,2007,7,225,26
2337,2007,7,11266,27
2338,2007,7,439,28
2339,2007,7,5675,29
2340,2007,7,18,30
2341,2007,7,10203,31
2342,2007,7,9,32
2343,2007,7,2200,33
2344,2007,7,4720,34
2345,2007,7,89,35
2346,2008,7,4055,1
2347,2008,7,36,2
2348,2008,7,30,3
2349,2008,7,2,4
2350,2008,7,37,5
2351,2008,7,0,11
2352,2008,7,0,7
2353,2008,7,0,8
2354,2008,7,0,9
2355,2008,7,0,10
2356,2008,7,0,11
2357,2008,7,0,12
2358,2008,7,0,13
2359,2008,7,0,14
2360,2008,7,0,15
2361,2008,7,19,16
2362,2008,7,0,17
2363,2008,7,0,18
2364,2008,7,0,19
2365,2008,7,0,20
2366,2008,7,0,21
2367,2008,7,1956,22
2368,2008,7,1956,23
2369,2008,7,1956,24
2370,2008,7,1956,25
2371,2008,7,1956,26
2372,2008,7,1956,27
2373,2008,7,1956,28
2374,2008,7,1956,29
2375,2008,7,0,30
2376,2008,7,0,31
2377,2008,7,0,32
2378,2008,7,0,33
2379,2008,7,0,34
2380,2008,7,29,35
2381,2009,7,0,1
2382,2009,7,0,2
2383,2009,7,0,3
2384,2009,7,7,4
2385,2009,7,3429,5
2386,2009,7,225,6
2387,2009,7,11266,7
2388,2009,7,439,8
2389,2009,7,5675,9
2390,2009,7,18,10
2391,2009,7,10203,11
2392,2009,7,9,12
2393,2009,7,2200,13
2394,2009,7,4720,14
2395,2009,7,89,15
2396,2009,7,4055,16
2397,2009,7,36,17
2398,2009,7,30,18
2399,2009,7,0,19
2400,2009,7,0,20
2401,2009,7,1956,21
2402,2009,7,1956,22
2403,2009,7,1956,23
2404,2009,7,1956,24
2405,2009,7,1956,25
2406,2009,7,1956,26
2407,2009,7,1956,27
2408,2009,7,1956,28
2409,2009,7,808,29
2410,2009,7,2,30
2411,2009,7,149,31
2412,2009,7,66,32
2413,2009,7,29,11
2414,2009,7,830,34
2415,2009,7,8,35
2416,2010,7,8,1
2417,2010,7,0,2
2418,2010,7,0,3
2419,2010,7,0,4
2420,2010,7,10,5
2421,2010,7,0,6
2422,2010,7,0,7
2423,2010,7,0,8
2424,2010,7,0,9
2425,2010,7,0,10
2426,2010,7,0,11
2427,2010,7,0,12
2428,2010,7,0,13
2429,2010,7,0,14
2430,2010,7,0,15
2431,2010,7,5,16
2432,2010,7,0,17
2433,2010,7,0,18
2434,2010,7,0,19
2435,2010,7,2,20
2436,2010,7,10,21
2437,2010,7,12,22
2438,2010,7,5,23
2439,2010,7,0,24
2440,2010,7,55,25
2441,2010,7,0,26
2442,2010,7,98,27
2443,2010,7,0,28
2444,2010,7,0,29
2445,2010,7,45,30
2446,2010,7,0,31
2447,2010,7,0,32
2448,2010,7,0,33
2449,2010,7,0,34
2450,2010,7,19,35
2451,2001,12,1956,1
2452,2001,12,1956,2
2453,2001,12,1956,3
2454,2001,12,1956,4
2455,2001,12,1956,5
2456,2001,12,1956,6
2457,2001,12,1956,7
2458,2001,12,1956,8
2459,2001,12,1956,9
2460,2001,12,1956,10
2461,2001,12,1956,11
2462,2001,12,1956,12
2463,2001,12,1956,13
2464,2001,12,1956,14
2465,2001,12,1956,15
2466,2001,12,1956,16
2467,2001,12,1956,17
2468,2001,12,1956,18
2469,2001,12,1956,19
2470,2001,12,1956,20
2471,2001,12,1956,21
2472,2001,12,1956,22
2473,2001,12,1956,23
2474,2001,12,1956,24
2475,2001,12,1956,11
2476,2001,12,1956,26
2477,2001,12,1956,27
2478,2001,12,1956,28
2479,2001,12,1956,29
2480,2001,12,1956,30
2481,2001,12,1956,31
2482,2001,12,1956,32
2483,2001,12,1956,33
2484,2001,12,1956,34
2485,2001,12,1956,35
2486,2002,12,1956,1
2487,2002,12,1956,2
2488,2002,12,1956,3
2489,2002,12,1956,4
2490,2002,12,1956,5
2491,2002,12,1956,6
2492,2002,12,1956,7
2493,2002,12,1956,8
2494,2002,12,1956,9
2495,2002,12,1956,10
2496,2002,12,1956,11
2497,2002,12,1956,12
2498,2002,12,1956,13
2499,2002,12,1956,14
2500,2002,12,1956,15
2501,2002,12,1956,16
2502,2002,12,1956,17
2503,2002,12,1956,18
2504,2002,12,1956,19
2505,2002,12,1956,20
2506,2002,12,1956,21
2507,2002,12,1956,22
2508,2002,12,1956,23
2509,2002,12,1956,24
2510,2002,12,1956,25
2511,2002,12,1956,26
2512,2002,12,1956,27
2513,2002,12,1956,28
2514,2002,12,1956,29
2515,2002,12,1956,30
2516,2002,12,1956,31
2517,2002,12,1956,32
2518,2002,12,1956,33
2519,2002,12,1956,34
2520,2002,12,1956,35
2521,2003,12,1956,1
2522,2003,12,1956,2
2523,2003,12,1956,3
2524,2003,12,1956,4
2525,2003,12,1956,5
2526,2003,12,1956,6
2527,2003,12,1956,7
2528,2003,12,1956,8
2529,2003,12,1956,9
2530,2003,12,1956,10
2531,2003,12,1956,11
2532,2003,12,1956,12
2533,2003,12,1956,13
2534,2003,12,1956,14
2535,2003,12,1956,15
2536,2003,12,1956,16
2537,2003,12,1956,22
2538,2003,12,1956,18
2539,2003,12,1956,19
2540,2003,12,1956,20
2541,2003,12,1956,21
2542,2003,12,1956,22
2543,2003,12,1956,23
2544,2003,12,1956,24
2545,2003,12,1956,25
2546,2003,12,1956,26
2547,2003,12,1956,27
2548,2003,12,1956,28
2549,2003,12,1956,29
2550,2003,12,1956,30
2551,2003,12,1956,31
2552,2003,12,1956,32
2553,2003,12,1956,33
2554,2003,12,1956,34
2555,2003,12,1956,35
2556,2004,12,1956,1
2557,2004,12,1956,2
2558,2004,12,1956,3
2559,2004,12,7,4
2560,2004,12,3429,5
2561,2004,12,225,6
2562,2004,12,11266,7
2563,2004,12,439,8
2564,2004,12,5675,9
2565,2004,12,18,10
2566,2004,12,10203,11
2567,2004,12,9,12
2568,2004,12,2200,22
2569,2004,12,4720,14
2570,2004,12,89,15
2571,2004,12,4055,16
2572,2004,12,36,17
2573,2004,12,30,18
2574,2004,12,1956,19
2575,2004,12,1956,20
2576,2004,12,1956,21
2577,2004,12,1956,22
2578,2004,12,1956,23
2579,2004,12,1956,24
2580,2004,12,1956,25
2581,2004,12,1956,26
2582,2004,12,1956,27
2583,2004,12,1956,28
2584,2004,12,1956,29
2585,2004,12,1956,30
2586,2004,12,1956,31
2587,2004,12,1956,32
2588,2004,12,1956,33
2589,2004,12,1956,34
2590,2004,12,1956,35
2591,2005,12,1956,1
2592,2005,12,1956,2
2593,2005,12,1956,3
2594,2005,12,1956,4
2595,2005,12,1956,5
2596,2005,12,1956,6
2597,2005,12,1956,7
2598,2005,12,1956,8
2599,2005,12,1956,9
2600,2005,12,1956,10
2601,2005,12,1956,11
2602,2005,12,1956,12
2603,2005,12,1956,13
2604,2005,12,1956,14
2605,2005,12,1956,15
2606,2005,12,1956,16
2607,2005,12,1956,17
2608,2005,12,1956,18
2609,2005,12,1956,19
2610,2005,12,1956,20
2611,2005,12,1956,21
2612,2005,12,1956,22
2613,2005,12,1956,23
2614,2005,12,1956,24
2615,2005,12,0,25
2616,2005,12,334,26
2617,2005,12,965,27
2618,2005,12,0,28
2619,2005,12,419,29
2620,2005,12,43,30
2621,2005,12,981,31
2622,2005,12,63,32
2623,2005,12,575,33
2624,2005,12,4,34
2625,2005,12,1036,35
2626,2006,12,2,1
2627,2006,12,478,2
2628,2006,12,1037,3
2629,2006,12,23,4
2630,2006,12,630,22
2631,2006,12,12,6
2632,2006,12,0,7
2633,2006,12,510,8
2634,2006,12,10,9
2635,2006,12,335,10
2636,2006,12,355,11
2637,2006,12,136,12
2638,2006,12,143,13
2639,2006,12,354,14
2640,2006,12,378,15
2641,2006,12,344,16
2642,2006,12,1956,17
2643,2006,12,1956,18
2644,2006,12,1956,19
2645,2006,12,1956,20
2646,2006,12,1956,21
2647,2006,12,1956,22
2648,2006,12,1956,23
2649,2006,12,1956,24
2650,2006,12,1956,25
2651,2006,12,1956,26
2652,2006,12,1956,27
2653,2006,12,1956,28
2654,2006,12,1956,29
2655,2006,12,1956,30
2656,2006,12,1956,31
2657,2006,12,1956,32
2658,2006,12,1956,33
2659,2006,12,1956,34
2660,2006,12,1956,35
2661,2007,12,1956,1
2662,2007,12,1956,2
2663,2007,12,1956,3
2664,2007,12,1956,4
2665,2007,12,1956,5
2666,2007,12,1956,6
2667,2007,12,1956,7
2668,2007,12,1956,8
2669,2007,12,1956,9
2670,2007,12,1956,10
2671,2007,12,1956,11
2672,2007,12,1956,12
2673,2007,12,1956,13
2674,2007,12,1956,14
2675,2007,12,1956,15
2676,2007,12,1956,16
2677,2007,12,1956,17
2678,2007,12,1956,18
2679,2007,12,1956,19
2680,2007,12,1956,20
2681,2007,12,1956,21
2682,2007,12,0,22
2683,2007,12,334,23
2684,2007,12,965,24
2685,2007,12,0,25
2686,2007,12,419,26
2687,2007,12,43,27
2688,2007,12,981,28
2689,2007,12,63,29
2690,2007,12,575,30
2691,2007,12,4,31
2692,2007,12,1036,22
2693,2007,12,2,33
2694,2007,12,478,34
2695,2007,12,1037,35
2696,2008,12,23,1
2697,2008,12,630,2
2698,2008,12,12,3
2699,2008,12,0,4
2700,2008,12,510,5
2701,2008,12,10,6
2702,2008,12,335,7
2703,2008,12,355,8
2704,2008,12,136,9
2705,2008,12,143,10
2706,2008,12,354,11
2707,2008,12,378,12
2708,2008,12,344,13
2709,2008,12,1956,14
2710,2008,12,1956,15
2711,2008,12,1956,16
2712,2008,12,1956,17
2713,2008,12,1956,18
2714,2008,12,1956,19
2715,2008,12,1956,20
2716,2008,12,1956,21
2717,2008,12,1956,22
2718,2008,12,1956,23
2719,2008,12,1956,24
2720,2008,12,1956,25
2721,2008,12,1956,26
2722,2008,12,1956,27
2723,2008,12,1956,28
2724,2008,12,1956,29
2725,2008,12,1956,30
2726,2008,12,1956,31
2727,2008,12,1956,32
2728,2008,12,1956,33
2729,2008,12,1956,34
2730,2008,12,1956,35
2731,2009,12,1956,1
2732,2009,12,1956,2
2733,2009,12,1956,3
2734,2009,12,1956,4
2735,2009,12,1956,5
2736,2009,12,1956,6
2737,2009,12,1956,7
2738,2009,12,1956,8
2739,2009,12,1956,9
2740,2009,12,1956,10
2741,2009,12,1956,11
2742,2009,12,1956,12
2743,2009,12,1956,13
2744,2009,12,1956,14
2745,2009,12,1956,15
2746,2009,12,1956,16
2747,2009,12,1956,17
2748,2009,12,1956,18
2749,2009,12,0,19
2750,2009,12,334,20
2751,2009,12,965,21
2752,2009,12,0,22
2753,2009,12,419,23
2754,2009,12,43,22
2755,2009,12,981,25
2756,2009,12,63,26
2757,2009,12,575,27
2758,2009,12,4,28
2759,2009,12,1036,29
2760,2009,12,2,30
2761,2009,12,478,31
2762,2009,12,1037,32
2763,2009,12,23,33
2764,2009,12,630,34
2765,2009,12,12,35
2766,2010,12,0,1
2767,2010,12,510,2
2768,2010,12,10,3
2769,2010,12,335,4
2770,2010,12,355,5
2771,2010,12,136,6
2772,2010,12,143,7
2773,2010,12,354,8
2774,2010,12,378,9
2775,2010,12,344,10
2776,2010,12,1956,11
2777,2010,12,1956,12
2778,2010,12,1956,13
2779,2010,12,1956,14
2780,2010,12,1956,15
2781,2010,12,1956,16
2782,2010,12,1956,17
2783,2010,12,1956,18
2784,2010,12,1956,19
2785,2010,12,1956,20
2786,2010,12,1956,21
2787,2010,12,1956,22
2788,2010,12,1956,23
2789,2010,12,1956,24
2790,2010,12,1956,25
2791,2010,12,1956,26
2792,2010,12,1956,27
2793,2010,12,1956,28
2794,2010,12,1956,29
2795,2010,12,1956,30
2796,2010,12,1956,31
2797,2010,12,1956,32
2798,2010,12,1956,33
2799,2010,12,1956,34
2800,2010,12,1956,35
2801,2001,11,1961,1
2802,2001,11,1961,2
2803,2001,11,1961,3
2804,2001,11,1961,4
2805,2001,11,1961,5
2806,2001,11,1961,6
2807,2001,11,1961,7
2808,2001,11,1961,8
2809,2001,11,1961,9
2810,2001,11,1961,10
2811,2001,11,1961,11
2812,2001,11,0,12
2813,2001,11,334,13
2814,2001,11,965,14
2815,2001,11,0,15
2816,2001,11,419,22
2817,2001,11,43,17
2818,2001,11,981,18
2819,2001,11,63,19
2820,2001,11,575,20
2821,2001,11,4,21
2822,2001,11,1036,22
2823,2001,11,2,23
2824,2001,11,478,24
2825,2001,11,1037,25
2826,2001,11,23,26
2827,2001,11,630,27
2828,2001,11,12,28
2829,2001,11,0,29
2830,2001,11,510,30
2831,2001,11,10,31
2832,2001,11,335,32
2833,2001,11,355,33
2834,2001,11,136,34
2835,2001,11,143,35
2836,2002,11,354,1
2837,2002,11,378,2
2838,2002,11,344,3
2839,2002,11,1961,4
2840,2002,11,1961,5
2841,2002,11,1961,6
2842,2002,11,1961,7
2843,2002,11,1961,8
2844,2002,11,1961,9
2845,2002,11,1961,10
2846,2002,11,1961,11
2847,2002,11,1961,12
2848,2002,11,1961,13
2849,2002,11,1961,14
2850,2002,11,1961,15
2851,2002,11,1961,16
2852,2002,11,1961,17
2853,2002,11,1961,18
2854,2002,11,1961,19
2855,2002,11,1961,20
2856,2002,11,1961,21
2857,2002,11,1961,22
2858,2002,11,1961,23
2859,2002,11,1961,24
2860,2002,11,1961,25
2861,2002,11,1961,26
2862,2002,11,1961,27
2863,2002,11,1961,28
2864,2002,11,1961,29
2865,2002,11,1961,30
2866,2002,11,1961,31
2867,2002,11,1961,32
2868,2002,11,1961,33
2869,2002,11,1961,34
2870,2002,11,1961,35
2871,2003,11,1961,1
2872,2003,11,1961,2
2873,2003,11,1961,3
2874,2003,11,1961,4
2875,2003,11,1961,5
2876,2003,11,1961,6
2877,2003,11,1961,7
2878,2003,11,1961,22
2879,2003,11,1961,9
2880,2003,11,1961,10
2881,2003,11,1961,11
2882,2003,11,1961,12
2883,2003,11,1961,13
2884,2003,11,1961,14
2885,2003,11,1961,15
2886,2003,11,1961,16
2887,2003,11,1961,17
2888,2003,11,1961,18
2889,2003,11,1961,19
2890,2003,11,1961,20
2891,2003,11,1961,21
2892,2003,11,1961,22
2893,2003,11,1961,23
2894,2003,11,1961,24
2895,2003,11,1961,25
2896,2003,11,1961,26
2897,2003,11,1961,27
2898,2003,11,1961,28
2899,2003,11,1961,29
2900,2003,11,1961,30
2901,2003,11,1961,31
2902,2003,11,1961,32
2903,2003,11,1961,33
2904,2003,11,1961,34
2905,2003,11,1961,35
2906,2004,11,1961,1
2907,2004,11,0,2
2908,2004,11,334,3
2909,2004,11,965,4
2910,2004,11,0,5
2911,2004,11,419,6
2912,2004,11,43,7
2913,2004,11,981,8
2914,2004,11,63,9
2915,2004,11,575,10
2916,2004,11,4,11
2917,2004,11,1036,12
2918,2004,11,2,13
2919,2004,11,478,14
2920,2004,11,1037,15
2921,2004,11,23,16
2922,2004,11,630,17
2923,2004,11,12,18
2924,2004,11,0,19
2925,2004,11,510,20
2926,2004,11,10,21
2927,2004,11,335,22
2928,2004,11,355,23
2929,2004,11,136,24
2930,2004,11,143,25
2931,2004,11,354,26
2932,2004,11,378,27
2933,2004,11,344,28
2934,2004,11,1961,29
2935,2004,11,1961,30
2936,2004,11,1961,31
2937,2004,11,1961,32
2938,2004,11,1961,33
2939,2004,11,1961,34
2940,2004,11,0,22
2941,2005,11,334,1
2942,2005,11,965,2
2943,2005,11,0,3
2944,2005,11,419,4
2945,2005,11,43,5
2946,2005,11,981,6
2947,2005,11,63,7
2948,2005,11,575,8
2949,2005,11,4,9
2950,2005,11,1036,10
2951,2005,11,2,11
2952,2005,11,478,12
2953,2005,11,1037,13
2954,2005,11,23,14
2955,2005,11,630,15
2956,2005,11,12,16
2957,2005,11,0,17
2958,2005,11,510,18
2959,2005,11,10,19
2960,2005,11,335,20
2961,2005,11,355,21
2962,2005,11,136,22
2963,2005,11,143,23
2964,2005,11,354,24
2965,2005,11,378,25
2966,2005,11,344,26
2967,2005,11,1961,27
2968,2005,11,1961,28
2969,2005,11,1961,29
2970,2005,11,1961,30
2971,2005,11,1961,22
2972,2005,11,1961,32
2973,2005,11,1961,33
2974,2005,11,0,34
2975,2005,11,334,35
2976,2006,11,965,1
2977,2006,11,0,2
2978,2006,11,419,3
2979,2006,11,43,4
2980,2006,11,981,5
2981,2006,11,63,6
2982,2006,11,575,7
2983,2006,11,4,8
2984,2006,11,1036,9
2985,2006,11,2,10
2986,2006,11,478,11
2987,2006,11,1037,12
2988,2006,11,23,13
2989,2006,11,630,14
2990,2006,11,12,15
2991,2006,11,0,16
2992,2006,11,510,17
2993,2006,11,10,18
2994,2006,11,335,19
2995,2006,11,355,20
2996,2006,11,136,21
2997,2006,11,143,22
2998,2006,11,354,23
2999,2006,11,378,24
3000,2006,11,344,25
3001,2006,11,1961,26
3002,2006,11,1961,22
3003,2006,11,7,28
3004,2006,11,3429,29
3005,2006,11,225,30
3006,2006,11,11266,31
3007,2006,11,439,32
3008,2006,11,5675,33
3009,2006,11,18,34
3010,2006,11,10203,35
3011,2007,11,9,1
3012,2007,11,2200,2
3013,2007,11,4720,3
3014,2007,11,89,4
3015,2007,11,4055,5
3016,2007,11,36,6
3017,2007,11,30,7
3018,2007,11,1961,8
3019,2007,11,1961,9
3020,2007,11,1961,10
3021,2007,11,1961,11
3022,2007,11,1961,12
3023,2007,11,1961,13
3024,2007,11,1961,14
3025,2007,11,1961,15
3026,2007,11,1961,16
3027,2007,11,1961,17
3028,2007,11,1961,18
3029,2007,11,1961,19
3030,2007,11,1961,20
3031,2007,11,1961,21
3032,2007,11,1961,22
3033,2007,11,1961,22
3034,2007,11,1961,24
3035,2007,11,1961,25
3036,2007,11,1961,26
3037,2007,11,1961,27
3038,2007,11,1961,28
3039,2007,11,1961,29
3040,2007,11,1961,30
3041,2007,11,1961,31
3042,2007,11,1961,32
3043,2007,11,1961,33
3044,2007,11,1961,34
3045,2007,11,1961,35
3046,2008,11,1961,1
3047,2008,11,1961,2
3048,2008,11,1961,3
3049,2008,11,1961,4
3050,2008,11,1961,5
3051,2008,11,1961,6
3052,2008,11,1961,7
3053,2008,11,1961,8
3054,2008,11,1961,9
3055,2008,11,1961,10
3056,2008,11,1961,11
3057,2008,11,1961,12
3058,2008,11,1961,13
3059,2008,11,1961,14
3060,2008,11,1961,15
3061,2008,11,1961,16
3062,2008,11,1961,17
3063,2008,11,1961,18
3064,2008,11,1961,21
3065,2008,11,1961,20
3066,2008,11,1961,21
3067,2008,11,1961,22
3068,2008,11,1961,23
3069,2008,11,1961,24
3070,2008,11,1961,25
3071,2008,11,1961,26
3072,2008,11,1961,27
3073,2008,11,1961,28
3074,2008,11,1961,29
3075,2008,11,1961,30
3076,2008,11,1961,31
3077,2008,11,1961,32
3078,2008,11,1961,33
3079,2008,11,1961,34
3080,2008,11,1961,35
3081,2009,11,1961,1
3082,2009,11,1961,2
3083,2009,11,1961,3
3084,2009,11,1961,4
3085,2009,11,1961,5
3086,2009,11,1961,6
3087,2009,11,1961,7
3088,2009,11,1961,8
3089,2009,11,1961,9
3090,2009,11,1961,10
3091,2009,11,1961,11
3092,2009,11,1961,12
3093,2009,11,1961,13
3094,2009,11,1961,14
3095,2009,11,1961,21
3096,2009,11,1961,16
3097,2009,11,1961,17
3098,2009,11,1961,18
3099,2009,11,1961,19
3100,2009,11,1961,20
3101,2009,11,1961,21
3102,2009,11,1961,22
3103,2009,11,1961,23
3104,2009,11,1961,24
3105,2009,11,1961,25
3106,2009,11,1961,26
3107,2009,11,1961,27
3108,2009,11,1961,28
3109,2009,11,1961,29
3110,2009,11,1961,30
3111,2009,11,1961,31
3112,2009,11,1961,32
3113,2009,11,1961,33
3114,2009,11,1961,34
3115,2009,11,1961,35
3116,2010,11,1961,1
3117,2010,11,1961,2
3118,2010,11,1961,3
3119,2010,11,1961,4
3120,2010,11,1961,5
3121,2010,11,1961,6
3122,2010,11,1961,7
3123,2010,11,1961,8
3124,2010,11,1961,9
3125,2010,11,1961,10
3126,2010,11,1961,21
3127,2010,11,1961,12
3128,2010,11,1961,13
3129,2010,11,1961,14
3130,2010,11,1961,15
3131,2010,11,1961,16
3132,2010,11,1961,17
3133,2010,11,1961,18
3134,2010,11,1961,19
3135,2010,11,1961,20
3136,2010,11,1961,21
3137,2010,11,1961,22
3138,2010,11,1961,23
3139,2010,11,1961,24
3140,2010,11,1961,25
3141,2010,11,1961,26
3142,2010,11,0,27
3143,2010,11,334,28
3144,2010,11,965,29
3145,2010,11,0,30
3146,2010,11,419,31
3147,2010,11,43,32
3148,2010,11,981,33
3149,2010,11,63,34
3150,2010,11,575,35
3151,2001,10,4,1
3152,2001,10,1036,2
3153,2001,10,2,3
3154,2001,10,478,4
3155,2001,10,1037,5
3156,2001,10,23,6
3157,2001,10,630,21
3158,2001,10,12,8
3159,2001,10,0,9
3160,2001,10,510,10
3161,2001,10,10,11
3162,2001,10,335,12
3163,2001,10,355,13
3164,2001,10,136,14
3165,2001,10,143,15
3166,2001,10,354,16
3167,2001,10,378,17
3168,2001,10,344,18
3169,2001,10,1986,19
3170,2001,10,1986,20
3171,2001,10,1986,21
3172,2001,10,1986,22
3173,2001,10,1986,23
3174,2001,10,1986,24
3175,2001,10,1986,25
3176,2001,10,1986,26
3177,2001,10,1986,27
3178,2001,10,1986,28
3179,2001,10,1986,29
3180,2001,10,1986,30
